,title,main topic,lang,total_basket,cluster
0,0.5346546710704304,0.9014673247988512,-0.18028517285744333,-0.21781170450115442,0
1,-0.6869044379048894,-1.7373351452256494,-0.3790812412536803,0.6360238410542228,7
2,0.5870720462368172,0.9014673247988512,-0.18028517285744333,2.8468480215101097,18
3,0.5870720462368172,0.9014673247988512,-0.18028517285744333,2.8468480215101097,18
4,0.23406005873358138,0.8400998254959557,-0.3790812412536803,4.905201568831108,17
5,0.21180463687522724,0.4718948296785836,-0.3790812412536803,0.11762368839560089,0
6,-0.6049107784267426,-1.0929764025452482,-1.3730615832348654,1.1544239937128447,7
7,0.24050241769257863,0.8400998254959557,-0.3790812412536803,0.16336487833606753,0
8,1.4402453565567488,0.9014673247988512,-0.3790812412536803,0.20910606827653416,2
9,1.440391773805817,0.9014673247988512,-0.3790812412536803,0.010894245201178753,2
10,0.4620317155326433,0.9014673247988512,-0.3790812412536803,-0.08058813467975451,0
11,-0.5066648043020345,1.0548860730560896,-0.3790812412536803,7.680167091886084,13
12,-0.5066648043020345,0.8400998254959557,-0.3790812412536803,7.680167091886084,13
13,-0.9428417892759621,-1.0929764025452482,-0.3790812412536803,-0.14157638793371002,10
14,0.5971748364225175,-1.0929764025452482,-0.3790812412536803,-0.09583519799324339,5
15,1.5024726874106995,0.9321510744502988,-0.3790812412536803,-0.17207051456068778,2
16,1.5036440254032444,0.9321510744502988,-0.3790812412536803,-0.14157638793371002,2
17,1.5033511909051083,0.9321510744502988,-0.3790812412536803,-0.20256464118766554,2
18,0.8197290550060589,0.9321510744502988,-0.3790812412536803,12.48299203563508,9
19,1.4263357178952774,1.0242023234046418,1.211287305916216,-0.17207051456068778,2
20,-0.2706401988042261,0.8400998254959557,-0.3790812412536803,-0.004352818112310125,3
21,1.45649767120331,-1.0929764025452482,2.8016558530861118,-0.1568234512471989,4
22,1.4556191677089012,-1.0929764025452482,-0.3790812412536803,-0.09583519799324339,8
23,1.6351267150664157,-1.6452838962713063,-0.18028517285744333,-0.2330587678146433,8
24,-1.1060970219869153,-1.0929764025452482,-0.3790812412536803,31.236879911226403,16
25,-1.1060970219869153,-1.3691301494082773,-0.3790812412536803,31.236879911226403,16
26,-1.1060970219869153,-1.0929764025452482,-0.3790812412536803,31.236879911226403,16
27,-1.1060970219869153,-1.0929764025452482,-0.3790812412536803,31.236879911226403,16
28,-1.1060970219869153,-1.0929764025452482,-0.3790812412536803,31.236879911226403,16
29,-1.1060970219869153,-0.8475064053336667,-0.3790812412536803,31.236879911226403,16
30,-0.3759142008842039,0.9014673247988512,-0.18028517285744333,2.8773421481370876,17
31,-0.3759142008842039,0.9014673247988512,-0.18028517285744333,2.8773421481370876,17
32,-1.3036138909798083,0.9014673247988512,2.2052676478974007,0.8799768540700448,15
33,-1.6616040649513601,0.9014673247988512,-0.18028517285744333,1.4288711333556445,1
34,-0.14120735062800854,-0.9702414039394575,-0.18028517285744333,0.3920708280384007,7
35,-0.324521746461294,-0.9702414039394575,-0.18028517285744333,-0.004352818112310125,7
36,-0.5492722237808573,0.8400998254959557,-0.3790812412536803,6.170707823850685,13
37,-0.5491258065317891,0.8400998254959557,-0.3790812412536803,25.458242915414115,16
38,0.5008322865356949,0.9014673247988512,-0.18028517285744333,-0.20256464118766554,0
39,0.8099190993184948,0.8400998254959557,-0.3790812412536803,3.853154200200376,17
40,-0.506079135305762,0.8400998254959557,-0.3790812412536803,4.20383665641062,17
41,0.1568981684746825,0.8400998254959557,-0.3790812412536803,1.5356005765500667,18
42,0.3634929069097989,0.9014673247988512,-0.3790812412536803,3.2890128576012874,17
43,-1.6946943632407552,0.9014673247988512,-0.18028517285744333,5.5760723546246185,13
44,-1.1870657607215853,-1.6452838962713063,-0.3790812412536803,3.4872246806766425,12
45,1.6898867662178922,-1.6452838962713063,-0.3790812412536803,2.8468480215101097,12
46,1.2825539793103842,-1.3077626501053818,-0.18028517285744333,4.798472125636686,17
47,1.2825539793103842,-0.6940876570764283,-0.18028517285744333,4.798472125636686,17
48,1.2825539793103842,-1.3077626501053818,-0.18028517285744333,4.798472125636686,17
49,-0.9719788218405179,-1.0929764025452482,-1.3730615832348654,-0.14157638793371002,10
